site_key,site_name,COMMON NAME,SCIENTIFIC NAME,checklists,individuals
featherfin,Featherfin,Sabine's Gull,Xema sabini,0,0
featherfin,Featherfin,Saffron Finch,Sicalis flaveola,0,0
featherfin,Featherfin,Sage Thrasher,Oreoscoptes montanus,0,0
featherfin,Featherfin,Saltmarsh Sparrow,Ammospiza caudacuta,0,0
featherfin,Featherfin,Sanderling,Calidris alba,0,0
featherfin,Featherfin,Sandhill Crane,Antigone canadensis,0,0
featherfin,Featherfin,Sandwich Tern,Thalasseus sandvicensis,0,0
featherfin,Featherfin,Sargasso Shearwater,Puffinus lherminieri,0,0
featherfin,Featherfin,Savannah Sparrow,Passerculus sandwichensis,1,3
featherfin,Featherfin,Say's Phoebe,Sayornis saya,0,0
featherfin,Featherfin,Scarlet Tanager,Piranga olivacea,4,4
featherfin,Featherfin,Scissor-tailed Flycatcher,Tyrannus forficatus,0,0
featherfin,Featherfin,Scolopacidae sp.,Scolopacidae sp.,0,0
featherfin,Featherfin,Scopoli's Shearwater,Calonectris diomedea,0,0
featherfin,Featherfin,Scott's Oriole,Icterus parisorum,0,0
featherfin,Featherfin,Seaside Sparrow,Ammospiza maritima,0,0
featherfin,Featherfin,Sedge Wren,Cistothorus stellaris,0,0
featherfin,Featherfin,Sedge/Marsh Wren,Cistothorus stellaris/palustris,0,0
featherfin,Featherfin,Selasphorus sp.,Selasphorus sp.,0,0
featherfin,Featherfin,Semipalmated Plover,Charadrius semipalmatus,0,0
featherfin,Featherfin,Semipalmated Sandpiper,Calidris pusilla,0,0
featherfin,Featherfin,Setophaga sp.,Setophaga sp.,0,0
featherfin,Featherfin,Sharp-shinned Hawk,Accipiter striatus,6,6
featherfin,Featherfin,Sharp-shinned/Cooper's Hawk,Accipiter striatus/Astur cooperii,0,0
featherfin,Featherfin,Sharp-tailed Sandpiper,Calidris acuminata,0,0
featherfin,Featherfin,Shiny Cowbird,Molothrus bonariensis,0,0
featherfin,Featherfin,Shiny/Brown-headed Cowbird,Molothrus bonariensis/ater,0,0
featherfin,Featherfin,Short-billed Dowitcher,Limnodromus griseus,0,0
featherfin,Featherfin,Short-billed Gull,Larus brachyrhynchus,0,0
featherfin,Featherfin,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,0,0
featherfin,Featherfin,Short-eared Owl,Asio flammeus,0,0
featherfin,Featherfin,Siberian Sand-Plover,Anarhynchus mongolus,0,0
featherfin,Featherfin,Smith's Longspur,Calcarius pictus,0,0
featherfin,Featherfin,Snail Kite,Rostrhamus sociabilis,0,0
featherfin,Featherfin,Snow Bunting,Plectrophenax nivalis,0,0
featherfin,Featherfin,Snow Goose,Anser caerulescens,0,0
featherfin,Featherfin,Snow x Canada Goose (hybrid),Anser caerulescens x Branta canadensis,0,0
featherfin,Featherfin,Snow x Ross's Goose (hybrid),Anser caerulescens x rossii,0,0
featherfin,Featherfin,Snow/Ross's Goose,Anser caerulescens/rossii,0,0
featherfin,Featherfin,Snowy Egret,Egretta thula,0,0
featherfin,Featherfin,Snowy Owl,Bubo scandiacus,0,0
featherfin,Featherfin,Snowy Plover,Anarhynchus nivosus,0,0
featherfin,Featherfin,Solitary Sandpiper,Tringa solitaria,0,0
featherfin,Featherfin,Song Sparrow,Melospiza melodia,14,55
featherfin,Featherfin,Sooty Shearwater,Ardenna grisea,0,0
featherfin,Featherfin,Sooty Tern,Onychoprion fuscatus,0,0
featherfin,Featherfin,Sooty/Bridled Tern,Onychoprion fuscatus/anaethetus,0,0
featherfin,Featherfin,Sooty/Short-tailed Shearwater,Ardenna grisea/tenuirostris,0,0
featherfin,Featherfin,Sora,Porzana carolina,0,0
featherfin,Featherfin,South Polar Skua,Stercorarius maccormicki,0,0
featherfin,Featherfin,Spizella sp.,Spizella sp.,0,0
featherfin,Featherfin,Spizella sp./American Tree Sparrow,Spizella/Spizelloides sp.,0,0
featherfin,Featherfin,Spotted Sandpiper,Actitis macularius,0,0
featherfin,Featherfin,Spotted Towhee,Pipilo maculatus,0,0
featherfin,Featherfin,Spotted/Eastern Towhee (Rufous-sided Towhee),Pipilo maculatus/erythrophthalmus,0,0
featherfin,Featherfin,Sprague's Pipit,Anthus spragueii,0,0
featherfin,Featherfin,Sterna sp.,Sterna sp.,0,0
featherfin,Featherfin,Stilt Sandpiper,Calidris himantopus,0,0
featherfin,Featherfin,Summer Tanager,Piranga rubra,12,20
featherfin,Featherfin,Summer/Scarlet Tanager,Piranga rubra/olivacea,0,0
featherfin,Featherfin,Surf Scoter,Melanitta perspicillata,0,0
featherfin,Featherfin,Surf/Black Scoter,Melanitta perspicillata/americana,0,0
featherfin,Featherfin,Swainson's Hawk,Buteo swainsoni,0,0
featherfin,Featherfin,Swainson's Thrush,Catharus ustulatus,0,0
featherfin,Featherfin,Swainson's Warbler,Limnothlypis swainsonii,0,0
featherfin,Featherfin,Swallow-tailed Kite,Elanoides forficatus,0,0
featherfin,Featherfin,Swamp Sparrow,Melospiza georgiana,2,4
featherfin,Featherfin,Swan Goose,Anser cygnoides,0,0
featherfin,Featherfin,Swan x Canada Goose (hybrid),Anser cygnoides x Branta canadensis,0,0
featherfin,Featherfin,Tennessee Warbler,Leiothlypis peregrina,1,1
featherfin,Featherfin,Terek Sandpiper,Xenus cinereus,0,0
featherfin,Featherfin,Thick-billed Murre,Uria lomvia,0,0
featherfin,Featherfin,Thick-billed/Common Murre,Uria lomvia/aalge,0,0
featherfin,Featherfin,Townsend's Solitaire,Myadestes townsendi,0,0
featherfin,Featherfin,Townsend's Warbler,Setophaga townsendi,0,0
featherfin,Featherfin,Tree Swallow,Tachycineta bicolor,2,14
featherfin,Featherfin,Tree/Violet-green Swallow,Tachycineta bicolor/thalassina,0,0
featherfin,Featherfin,Tricolored Heron,Egretta tricolor,0,0
featherfin,Featherfin,Trindade Petrel,Pterodroma arminjoniana,0,0
featherfin,Featherfin,Tringa sp.,Tringa sp.,0,0
featherfin,Featherfin,Tropical Kingbird,Tyrannus melancholicus,0,0
featherfin,Featherfin,Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii,0,0
featherfin,Featherfin,Trumpeter Swan,Cygnus buccinator,0,0
featherfin,Featherfin,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,0,0
featherfin,Featherfin,Tufted Duck,Aythya fuligula,0,0
featherfin,Featherfin,Tufted Titmouse,Baeolophus bicolor,34,77
featherfin,Featherfin,Tundra Swan,Cygnus columbianus,0,0
featherfin,Featherfin,Turkey Vulture,Cathartes aura,56,220
featherfin,Featherfin,Tyrannus sp.,Tyrannus sp.,0,0
featherfin,Featherfin,Upland Sandpiper,Bartramia longicauda,0,0
featherfin,Featherfin,Varied Thrush,Ixoreus naevius,0,0
featherfin,Featherfin,Veery,Catharus fuscescens,0,0
featherfin,Featherfin,Vega Gull,Larus vegae,0,0
featherfin,Featherfin,Vermilion Flycatcher,Pyrocephalus rubinus,0,0
featherfin,Featherfin,Vesper Sparrow,Pooecetes gramineus,0,0
featherfin,Featherfin,Violet-crowned Hummingbird,Ramosomyia violiceps,0,0
featherfin,Featherfin,Violet-green Swallow,Tachycineta thalassina,0,0
featherfin,Featherfin,Virginia Rail,Rallus limicola,0,0
featherfin,Featherfin,Virginia's Warbler,Leiothlypis virginiae,0,0
featherfin,Featherfin,West Indian Whistling-Duck,Dendrocygna arborea,0,0
featherfin,Featherfin,Western Cattle-Egret,Ardea ibis,0,0
featherfin,Featherfin,Western Flycatcher,Empidonax difficilis,0,0
featherfin,Featherfin,Western Grebe,Aechmophorus occidentalis,0,0
featherfin,Featherfin,Western Kingbird,Tyrannus verticalis,0,0
featherfin,Featherfin,Western Marsh Harrier,Circus aeruginosus,0,0
featherfin,Featherfin,Western Meadowlark,Sturnella neglecta,0,0
featherfin,Featherfin,Western Sandpiper,Calidris mauri,0,0
featherfin,Featherfin,Western Tanager,Piranga ludoviciana,0,0
featherfin,Featherfin,Western Wood-Pewee,Contopus sordidulus,0,0
featherfin,Featherfin,Western/Clark's Grebe,Aechmophorus occidentalis/clarkii,0,0
featherfin,Featherfin,Western/Eastern Meadowlark,Sturnella neglecta/magna,0,0
featherfin,Featherfin,Western/Eastern Wood-Pewee,Contopus sordidulus/virens,0,0
featherfin,Featherfin,Western/Semipalmated Sandpiper,Calidris mauri/pusilla,0,0
featherfin,Featherfin,White Ibis,Eudocimus albus,0,0
featherfin,Featherfin,White Wagtail,Motacilla alba,0,0
featherfin,Featherfin,White-breasted Nuthatch,Sitta carolinensis,12,18
featherfin,Featherfin,White-cheeked Pintail,Anas bahamensis,0,0
featherfin,Featherfin,White-crowned Pigeon,Patagioenas leucocephala,0,0
featherfin,Featherfin,White-crowned Sparrow,Zonotrichia leucophrys,1,1
featherfin,Featherfin,White-crowned x White-throated Sparrow (hybrid),Zonotrichia leucophrys x albicollis,0,0
featherfin,Featherfin,White-eyed Vireo,Vireo griseus,13,18
featherfin,Featherfin,White-faced Ibis,Plegadis chihi,0,0
featherfin,Featherfin,White-faced Storm-Petrel,Pelagodroma marina,0,0
featherfin,Featherfin,White-rumped Sandpiper,Calidris fuscicollis,0,0
featherfin,Featherfin,White-tailed Kite,Elanus leucurus,0,0
featherfin,Featherfin,White-tailed Tropicbird,Phaethon lepturus,0,0
featherfin,Featherfin,White-throated Sparrow,Zonotrichia albicollis,18,273
featherfin,Featherfin,White-winged Crossbill,Loxia leucoptera,0,0
featherfin,Featherfin,White-winged Dove,Zenaida asiatica,0,0
featherfin,Featherfin,White-winged Scoter,Melanitta deglandi,0,0
featherfin,Featherfin,White-winged Tern,Chlidonias leucopterus,0,0
featherfin,Featherfin,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri,0,0
featherfin,Featherfin,Wild Turkey,Meleagris gallopavo,5,8
featherfin,Featherfin,Willet,Tringa semipalmata,0,0
featherfin,Featherfin,Willow Flycatcher,Empidonax traillii,0,0
featherfin,Featherfin,Wilson's Phalarope,Phalaropus tricolor,0,0
featherfin,Featherfin,Wilson's Plover,Anarhynchus wilsonia,0,0
featherfin,Featherfin,Wilson's Snipe,Gallinago delicata,0,0
featherfin,Featherfin,Wilson's Storm-Petrel,Oceanites oceanicus,0,0
featherfin,Featherfin,Wilson's Warbler,Cardellina pusilla,0,0
featherfin,Featherfin,Winter Wren,Troglodytes hiemalis,6,9
featherfin,Featherfin,Wood Duck,Aix sponsa,0,0
featherfin,Featherfin,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,0,0
featherfin,Featherfin,Wood Stork,Mycteria americana,0,0
featherfin,Featherfin,Wood Thrush,Hylocichla mustelina,8,11
featherfin,Featherfin,Worm-eating Warbler,Helmitheros vermivorum,2,2
featherfin,Featherfin,Yellow Rail,Coturnicops noveboracensis,0,0
featherfin,Featherfin,Yellow-bellied Flycatcher,Empidonax flaviventris,0,0
featherfin,Featherfin,Yellow-bellied Sapsucker,Sphyrapicus varius,3,4
featherfin,Featherfin,Yellow-bellied/Red-naped Sapsucker,Sphyrapicus varius/nuchalis,0,0
featherfin,Featherfin,Yellow-billed Cuckoo,Coccyzus americanus,13,19
featherfin,Featherfin,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,0,0
featherfin,Featherfin,Yellow-breasted Chat,Icteria virens,6,12
featherfin,Featherfin,Yellow-crowned Night Heron,Nyctanassa violacea,0,0
featherfin,Featherfin,Yellow-crowned/Black-crowned Night Heron,Nyctanassa violacea/Nycticorax nycticorax,0,0
featherfin,Featherfin,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
featherfin,Featherfin,Yellow-legged Gull,Larus michahellis,0,0
featherfin,Featherfin,Yellow-rumped Warbler,Setophaga coronata,12,32
featherfin,Featherfin,Yellow-throated Vireo,Vireo flavifrons,12,16
featherfin,Featherfin,Yellow-throated Warbler,Setophaga dominica,7,9
featherfin,Featherfin,Zebra Finch,Taeniopygia guttata,0,0
featherfin,Featherfin,Zone-tailed Hawk,Buteo albonotatus,0,0
featherfin,Featherfin,Zonotrichia sp.,Zonotrichia sp.,0,0
featherfin,Featherfin,albatross sp.,Diomedeidae sp.,0,0
featherfin,Featherfin,alcid sp.,Alcidae sp.,0,0
featherfin,Featherfin,bird sp.,Aves sp.,0,0
featherfin,Featherfin,blackbird sp.,Icteridae sp.,1,250
featherfin,Featherfin,booby sp.,Sula sp.,0,0
featherfin,Featherfin,chickadee sp.,Poecile sp.,0,0
featherfin,Featherfin,cormorant sp.,Phalacrocoracidae sp.,0,0
featherfin,Featherfin,corvid sp.,Corvidae sp.,0,0
featherfin,Featherfin,crossbill sp.,Loxia sp.,0,0
featherfin,Featherfin,crow sp.,Corvus sp. (crow sp.),3,4
featherfin,Featherfin,crow/raven sp.,Corvus sp.,0,0
featherfin,Featherfin,cuckoo sp. (Cuculidae sp.),Cuculidae sp.,0,0
featherfin,Featherfin,dabbling duck sp.,Anatidae sp. (dabbling duck sp.),0,0
featherfin,Featherfin,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,0,0
featherfin,Featherfin,duck sp.,Anatidae (duck sp.),0,0
featherfin,Featherfin,eagle sp.,Accipitridae sp. (eagle sp.),0,0
featherfin,Featherfin,eider sp.,Polysticta/Somateria sp.,0,0
featherfin,Featherfin,falcon sp.,Falco sp.,0,0
featherfin,Featherfin,finch sp.,Fringillidae sp.,0,0
featherfin,Featherfin,frigatebird sp.,Fregata sp.,0,0
featherfin,Featherfin,godwit sp.,Limosa sp.,0,0
featherfin,Featherfin,goose sp.,Anatidae (goose sp.),0,0
featherfin,Featherfin,grackle sp.,Quiscalus sp.,0,0
featherfin,Featherfin,grebe sp.,Podicipedidae sp.,0,0
featherfin,Featherfin,gull sp.,Larinae sp.,0,0
featherfin,Featherfin,gull/tern sp.,Laridae sp.,0,0
featherfin,Featherfin,hawk sp.,Accipitridae sp. (hawk sp.),0,0
featherfin,Featherfin,heron sp.,Ardeidae sp.,0,0
featherfin,Featherfin,hummingbird sp.,Trochilidae sp.,0,0
featherfin,Featherfin,ibis sp.,Threskiornithidae sp. (ibis sp.),0,0
featherfin,Featherfin,jaeger sp.,Stercorarius sp. (jaeger sp.),0,0
featherfin,Featherfin,jay sp.,Corvidae sp. (jay sp.),0,0
featherfin,Featherfin,kingfisher sp.,Alcedinidae sp.,0,0
featherfin,Featherfin,large alcid sp.,Alca/Uria sp.,0,0
featherfin,Featherfin,large falcon sp.,Falco sp. (large falcon sp.),0,0
featherfin,Featherfin,large rail sp.,Rallus sp. (large Rallus sp.),0,0
featherfin,Featherfin,large shorebird sp.,Charadriiformes sp. (large shorebird sp.),0,0
featherfin,Featherfin,large tern sp.,Hydroprogne/Thalasseus sp.,0,0
featherfin,Featherfin,longspur sp.,Calcarius/Rhynchophanes sp.,0,0
featherfin,Featherfin,loon sp.,Gavia sp.,0,0
featherfin,Featherfin,merganser sp.,Mergellus/Lophodytes/Mergus sp.,0,0
featherfin,Featherfin,mimid sp.,Mimidae sp.,0,0
featherfin,Featherfin,new world flycatcher sp.,Tyrannidae sp.,0,0
featherfin,Featherfin,new world martin sp. (Progne sp.),Progne sp.,0,0
featherfin,Featherfin,new world oriole sp.,Icterus sp.,0,0
featherfin,Featherfin,new world sparrow sp.,Passerellidae sp.,1,1
featherfin,Featherfin,new world vulture sp.,Cathartidae sp.,0,0
featherfin,Featherfin,new world warbler sp.,Parulidae sp.,2,4
featherfin,Featherfin,nighthawk sp.,Chordeiles sp.,0,0
featherfin,Featherfin,nightjar sp.,Caprimulgidae sp.,0,0
featherfin,Featherfin,nuthatch sp.,Sitta sp.,0,0
featherfin,Featherfin,old world quail sp.,Synoicus/Coturnix sp.,0,0
featherfin,Featherfin,owl sp.,Strigiformes sp.,0,0
featherfin,Featherfin,parakeet sp.,Psittaciformes sp. (parakeet sp.),0,0
featherfin,Featherfin,parid sp.,Paridae sp.,0,0
featherfin,Featherfin,parrot sp.,Psittaciformes sp. (parrot sp.),0,0
featherfin,Featherfin,passerine sp.,Passeriformes sp.,0,0
featherfin,Featherfin,peep sp.,Calidris sp. (peep sp.),0,0
featherfin,Featherfin,pelican sp.,Pelecanus sp.,0,0
featherfin,Featherfin,pewee sp. (Contopus sp.),Contopus sp.,0,0
featherfin,Featherfin,phalarope sp.,Phalaropus sp.,0,0
featherfin,Featherfin,pheasant sp.,Phasianidae sp. (pheasant sp.),0,0
featherfin,Featherfin,pigeon/dove sp.,Columbidae sp.,0,0
featherfin,Featherfin,plover sp.,Charadriidae sp.,0,0
featherfin,Featherfin,rail/crake sp.,Rallidae sp. (rail/crake sp.),0,0
featherfin,Featherfin,sand-plover sp.,Anarhynchus mongolus/atrifrons/leschenaultii,0,0
featherfin,Featherfin,scoter sp.,Melanitta sp.,0,0
featherfin,Featherfin,shearwater sp.,Procellariidae sp. (shearwater sp.),0,0
featherfin,Featherfin,shorebird sp.,Charadriiformes sp. (shorebird sp.),0,0
featherfin,Featherfin,shrike sp.,Laniidae sp.,0,0
featherfin,Featherfin,skua sp.,Stercorarius sp. (skua sp.),0,0
featherfin,Featherfin,small falcon sp.,Falco sp. (small falcon sp.),0,0
featherfin,Featherfin,small plover sp.,Charadrius/Thinornis/Anarhynchus sp.,0,0
featherfin,Featherfin,small shearwater sp.,Puffinus sp.,0,0
featherfin,Featherfin,solitary vireo sp.,Vireo cassinii/solitarius/plumbeus,0,0
featherfin,Featherfin,storm-petrel sp.,Oceanitidae/Hydrobatidae sp.,0,0
featherfin,Featherfin,storm-petrel sp. (white-rumped),Oceanitidae/Hydrobatidae sp. (white-rumped),0,0
featherfin,Featherfin,sulid sp.,Sulidae sp.,0,0
featherfin,Featherfin,swallow sp.,Hirundinidae sp.,3,14
featherfin,Featherfin,swan sp.,Cygnus sp.,0,0
featherfin,Featherfin,swift sp.,Apodidae sp.,0,0
featherfin,Featherfin,tanager sp. (Piranga sp.),Piranga sp.,0,0
featherfin,Featherfin,teal sp.,Anatidae sp. (teal sp.),0,0
featherfin,Featherfin,tern sp.,Sterninae sp.,0,0
featherfin,Featherfin,thrush sp.,Turdidae sp.,0,0
featherfin,Featherfin,tropicbird sp.,Phaethon sp.,0,0
featherfin,Featherfin,vireo sp.,Vireo sp.,0,0
featherfin,Featherfin,waterfowl sp.,Anatidae sp.,0,0
featherfin,Featherfin,white egret sp.,Egretta/Ardea sp.,0,0
featherfin,Featherfin,woodpecker sp.,Picidae sp.,0,0
featherfin,Featherfin,wren sp.,Troglodytidae sp.,0,0
featherfin,Featherfin,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied),0,0
flippo_gentry,Flippo-Gentry,Acadian Flycatcher,Empidonax virescens,14,33
flippo_gentry,Flippo-Gentry,Acanthis/Spinus sp.,Acanthis/Spinus sp.,0,0
flippo_gentry,Flippo-Gentry,Accipitrine hawk sp. (former Accipiter sp.),Aerospiza/Tachyspiza/Accipiter/Astur sp.,0,0
flippo_gentry,Flippo-Gentry,African Collared-Dove,Streptopelia roseogrisea,0,0
flippo_gentry,Flippo-Gentry,Alder Flycatcher,Empidonax alnorum,0,0
flippo_gentry,Flippo-Gentry,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,0,0
flippo_gentry,Flippo-Gentry,Allen's Hummingbird,Selasphorus sasin,0,0
flippo_gentry,Flippo-Gentry,American Avocet,Recurvirostra americana,0,0
flippo_gentry,Flippo-Gentry,American Barn Owl,Tyto furcata,1,1
flippo_gentry,Flippo-Gentry,American Bittern,Botaurus lentiginosus,0,0
flippo_gentry,Flippo-Gentry,American Black Duck,Anas rubripes,0,0
flippo_gentry,Flippo-Gentry,American Coot,Fulica americana,0,0
flippo_gentry,Flippo-Gentry,American Crow,Corvus brachyrhynchos,21,52
flippo_gentry,Flippo-Gentry,American Flamingo,Phoenicopterus ruber,0,0
flippo_gentry,Flippo-Gentry,American Golden-Plover,Pluvialis dominica,0,0
flippo_gentry,Flippo-Gentry,American Goldfinch,Spinus tristis,11,18
flippo_gentry,Flippo-Gentry,American Goshawk,Astur atricapillus,0,0
flippo_gentry,Flippo-Gentry,American Herring Gull,Larus smithsonianus,0,0
flippo_gentry,Flippo-Gentry,American Herring x Glaucous Gull (hybrid),Larus smithsonianus x hyperboreus,0,0
flippo_gentry,Flippo-Gentry,American Herring x Glaucous-winged Gull (hybrid),Larus smithsonianus x glaucescens,0,0
flippo_gentry,Flippo-Gentry,American Herring x Great Black-backed Gull (hybrid),Larus smithsonianus x marinus,0,0
flippo_gentry,Flippo-Gentry,American Herring x Lesser Black-backed Gull (hybrid),Larus smithsonianus x fuscus,0,0
flippo_gentry,Flippo-Gentry,American Herring/Iceland Gull,Larus smithsonianus/glaucoides,0,0
flippo_gentry,Flippo-Gentry,American Kestrel,Falco sparverius,0,0
flippo_gentry,Flippo-Gentry,American Oystercatcher,Haematopus palliatus,0,0
flippo_gentry,Flippo-Gentry,American Pipit,Anthus rubescens,0,0
flippo_gentry,Flippo-Gentry,American Redstart,Setophaga ruticilla,0,0
flippo_gentry,Flippo-Gentry,American Robin,Turdus migratorius,8,21
flippo_gentry,Flippo-Gentry,American Tree Sparrow,Spizelloides arborea,0,0
flippo_gentry,Flippo-Gentry,American White Pelican,Pelecanus erythrorhynchos,0,0
flippo_gentry,Flippo-Gentry,American Wigeon,Mareca americana,0,0
flippo_gentry,Flippo-Gentry,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,0,0
flippo_gentry,Flippo-Gentry,American Woodcock,Scolopax minor,0,0
flippo_gentry,Flippo-Gentry,American/Fish Crow,Corvus brachyrhynchos/ossifragus,0,0
flippo_gentry,Flippo-Gentry,American/Pacific Golden-Plover (Lesser Golden-Plover),Pluvialis dominica/fulva,0,0
flippo_gentry,Flippo-Gentry,Ammospiza sp.,Ammospiza sp.,0,0
flippo_gentry,Flippo-Gentry,Anas sp.,Anas sp.,0,0
flippo_gentry,Flippo-Gentry,Ancient Murrelet,Synthliboramphus antiquus,0,0
flippo_gentry,Flippo-Gentry,Anhinga,Anhinga anhinga,0,0
flippo_gentry,Flippo-Gentry,Anna's Hummingbird,Calypte anna,0,0
flippo_gentry,Flippo-Gentry,Antrostomus sp.,Antrostomus sp.,0,0
flippo_gentry,Flippo-Gentry,Arctic Tern,Sterna paradisaea,0,0
flippo_gentry,Flippo-Gentry,Ardea sp.,Ardea sp.,0,0
flippo_gentry,Flippo-Gentry,Ash-throated Flycatcher,Myiarchus cinerascens,0,0
flippo_gentry,Flippo-Gentry,Asio sp.,Asio sp.,0,0
flippo_gentry,Flippo-Gentry,Atlantic Puffin,Fratercula arctica,0,0
flippo_gentry,Flippo-Gentry,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,0,0
flippo_gentry,Flippo-Gentry,Aythya sp.,Aythya sp.,0,0
flippo_gentry,Flippo-Gentry,Bachman's Sparrow,Peucaea aestivalis,0,0
flippo_gentry,Flippo-Gentry,Bachman's Warbler,Vermivora bachmanii,0,0
flippo_gentry,Flippo-Gentry,Baird's Sandpiper,Calidris bairdii,0,0
flippo_gentry,Flippo-Gentry,Bald Eagle,Haliaeetus leucocephalus,1,1
flippo_gentry,Flippo-Gentry,Baltimore Oriole,Icterus galbula,0,0
flippo_gentry,Flippo-Gentry,Band-rumped Storm-Petrel,Hydrobates castro,0,0
flippo_gentry,Flippo-Gentry,Bank Swallow,Riparia riparia,0,0
flippo_gentry,Flippo-Gentry,Bar-headed Goose,Anser indicus,0,0
flippo_gentry,Flippo-Gentry,Bar-tailed Godwit,Limosa lapponica,0,0
flippo_gentry,Flippo-Gentry,Barn Swallow,Hirundo rustica,0,0
flippo_gentry,Flippo-Gentry,Barn x Cliff Swallow (hybrid),Hirundo rustica x Petrochelidon pyrrhonota,0,0
flippo_gentry,Flippo-Gentry,Barnacle Goose,Branta leucopsis,0,0
flippo_gentry,Flippo-Gentry,Barred Owl,Strix varia,9,16
flippo_gentry,Flippo-Gentry,Barrow's Goldeneye,Bucephala islandica,0,0
flippo_gentry,Flippo-Gentry,Bay-breasted Warbler,Setophaga castanea,0,0
flippo_gentry,Flippo-Gentry,Bay-breasted/Blackpoll Warbler,Setophaga castanea/striata,0,0
flippo_gentry,Flippo-Gentry,Bell's Vireo,Vireo bellii,0,0
flippo_gentry,Flippo-Gentry,Belted Kingfisher,Megaceryle alcyon,4,4
flippo_gentry,Flippo-Gentry,Bermuda Petrel,Pterodroma cahow,0,0
flippo_gentry,Flippo-Gentry,Bewick's Wren,Thryomanes bewickii,0,0
flippo_gentry,Flippo-Gentry,Bicknell's Thrush,Catharus bicknelli,0,0
flippo_gentry,Flippo-Gentry,Black Guillemot,Cepphus grylle,0,0
flippo_gentry,Flippo-Gentry,Black Scoter,Melanitta americana,0,0
flippo_gentry,Flippo-Gentry,Black Skimmer,Rynchops niger,0,0
flippo_gentry,Flippo-Gentry,Black Swan,Cygnus atratus,0,0
flippo_gentry,Flippo-Gentry,Black Tern,Chlidonias niger,0,0
flippo_gentry,Flippo-Gentry,Black Vulture,Coragyps atratus,7,12
flippo_gentry,Flippo-Gentry,Black-and-white Warbler,Mniotilta varia,9,15
flippo_gentry,Flippo-Gentry,Black-bellied Plover,Pluvialis squatarola,0,0
flippo_gentry,Flippo-Gentry,Black-bellied Plover/golden-plover sp.,Pluvialis sp.,0,0
flippo_gentry,Flippo-Gentry,Black-bellied Whistling-Duck,Dendrocygna autumnalis,0,0
flippo_gentry,Flippo-Gentry,Black-billed Cuckoo,Coccyzus erythropthalmus,0,0
flippo_gentry,Flippo-Gentry,Black-billed Magpie,Pica hudsonia,0,0
flippo_gentry,Flippo-Gentry,Black-browed Albatross,Thalassarche melanophris,0,0
flippo_gentry,Flippo-Gentry,Black-capped Chickadee,Poecile atricapillus,0,0
flippo_gentry,Flippo-Gentry,Black-capped Petrel,Pterodroma hasitata,0,0
flippo_gentry,Flippo-Gentry,Black-chinned Hummingbird,Archilochus alexandri,0,0
flippo_gentry,Flippo-Gentry,Black-crowned Night Heron,Nycticorax nycticorax,0,0
flippo_gentry,Flippo-Gentry,Black-headed Grosbeak,Pheucticus melanocephalus,0,0
flippo_gentry,Flippo-Gentry,Black-headed Gull,Chroicocephalus ridibundus,0,0
flippo_gentry,Flippo-Gentry,Black-legged Kittiwake,Rissa tridactyla,0,0
flippo_gentry,Flippo-Gentry,Black-necked Stilt,Himantopus mexicanus,0,0
flippo_gentry,Flippo-Gentry,Black-necked Swan,Cygnus melancoryphus,0,0
flippo_gentry,Flippo-Gentry,Black-tailed Godwit,Limosa limosa,0,0
flippo_gentry,Flippo-Gentry,Black-tailed Gull,Larus crassirostris,0,0
flippo_gentry,Flippo-Gentry,Black-throated Blue Warbler,Setophaga caerulescens,0,0
flippo_gentry,Flippo-Gentry,Black-throated Gray Warbler,Setophaga nigrescens,0,0
flippo_gentry,Flippo-Gentry,Black-throated Green Warbler,Setophaga virens,0,0
flippo_gentry,Flippo-Gentry,Black-throated Sparrow,Amphispiza bilineata,0,0
flippo_gentry,Flippo-Gentry,Black-whiskered Vireo,Vireo altiloquus,0,0
flippo_gentry,Flippo-Gentry,Black/Pigeon Guillemot,Cepphus grylle/columba,0,0
flippo_gentry,Flippo-Gentry,Blackburnian Warbler,Setophaga fusca,0,0
flippo_gentry,Flippo-Gentry,Blackpoll Warbler,Setophaga striata,0,0
flippo_gentry,Flippo-Gentry,Blue Grosbeak,Passerina caerulea,9,15
flippo_gentry,Flippo-Gentry,Blue Jay,Cyanocitta cristata,8,10
flippo_gentry,Flippo-Gentry,Blue-gray Gnatcatcher,Polioptila caerulea,22,54
flippo_gentry,Flippo-Gentry,Blue-headed Vireo,Vireo solitarius,1,1
flippo_gentry,Flippo-Gentry,Blue-winged Teal,Spatula discors,0,0
