site_key,site_name,COMMON NAME,SCIENTIFIC NAME,checklists,individuals
johnson_marsh,Johnson Marsh WMA,Thick-billed Murre,Uria lomvia,0,0
johnson_marsh,Johnson Marsh WMA,Thick-billed/Common Murre,Uria lomvia/aalge,0,0
johnson_marsh,Johnson Marsh WMA,Townsend's Solitaire,Myadestes townsendi,0,0
johnson_marsh,Johnson Marsh WMA,Townsend's Warbler,Setophaga townsendi,0,0
johnson_marsh,Johnson Marsh WMA,Tree Swallow,Tachycineta bicolor,0,0
johnson_marsh,Johnson Marsh WMA,Tree/Violet-green Swallow,Tachycineta bicolor/thalassina,0,0
johnson_marsh,Johnson Marsh WMA,Tricolored Heron,Egretta tricolor,0,0
johnson_marsh,Johnson Marsh WMA,Trindade Petrel,Pterodroma arminjoniana,0,0
johnson_marsh,Johnson Marsh WMA,Tringa sp.,Tringa sp.,0,0
johnson_marsh,Johnson Marsh WMA,Tropical Kingbird,Tyrannus melancholicus,0,0
johnson_marsh,Johnson Marsh WMA,Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii,0,0
johnson_marsh,Johnson Marsh WMA,Trumpeter Swan,Cygnus buccinator,0,0
johnson_marsh,Johnson Marsh WMA,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,0,0
johnson_marsh,Johnson Marsh WMA,Tufted Duck,Aythya fuligula,0,0
johnson_marsh,Johnson Marsh WMA,Tufted Titmouse,Baeolophus bicolor,0,0
johnson_marsh,Johnson Marsh WMA,Tundra Swan,Cygnus columbianus,0,0
johnson_marsh,Johnson Marsh WMA,Turkey Vulture,Cathartes aura,0,0
johnson_marsh,Johnson Marsh WMA,Tyrannus sp.,Tyrannus sp.,0,0
johnson_marsh,Johnson Marsh WMA,Upland Sandpiper,Bartramia longicauda,0,0
johnson_marsh,Johnson Marsh WMA,Varied Thrush,Ixoreus naevius,0,0
johnson_marsh,Johnson Marsh WMA,Veery,Catharus fuscescens,0,0
johnson_marsh,Johnson Marsh WMA,Vega Gull,Larus vegae,0,0
johnson_marsh,Johnson Marsh WMA,Vermilion Flycatcher,Pyrocephalus rubinus,0,0
johnson_marsh,Johnson Marsh WMA,Vesper Sparrow,Pooecetes gramineus,0,0
johnson_marsh,Johnson Marsh WMA,Violet-crowned Hummingbird,Ramosomyia violiceps,0,0
johnson_marsh,Johnson Marsh WMA,Violet-green Swallow,Tachycineta thalassina,0,0
johnson_marsh,Johnson Marsh WMA,Virginia Rail,Rallus limicola,0,0
johnson_marsh,Johnson Marsh WMA,Virginia's Warbler,Leiothlypis virginiae,0,0
johnson_marsh,Johnson Marsh WMA,West Indian Whistling-Duck,Dendrocygna arborea,0,0
johnson_marsh,Johnson Marsh WMA,Western Cattle-Egret,Ardea ibis,0,0
johnson_marsh,Johnson Marsh WMA,Western Flycatcher,Empidonax difficilis,0,0
johnson_marsh,Johnson Marsh WMA,Western Grebe,Aechmophorus occidentalis,0,0
johnson_marsh,Johnson Marsh WMA,Western Kingbird,Tyrannus verticalis,0,0
johnson_marsh,Johnson Marsh WMA,Western Marsh Harrier,Circus aeruginosus,0,0
johnson_marsh,Johnson Marsh WMA,Western Meadowlark,Sturnella neglecta,0,0
johnson_marsh,Johnson Marsh WMA,Western Sandpiper,Calidris mauri,0,0
johnson_marsh,Johnson Marsh WMA,Western Tanager,Piranga ludoviciana,0,0
johnson_marsh,Johnson Marsh WMA,Western Wood-Pewee,Contopus sordidulus,0,0
johnson_marsh,Johnson Marsh WMA,Western/Clark's Grebe,Aechmophorus occidentalis/clarkii,0,0
johnson_marsh,Johnson Marsh WMA,Western/Eastern Meadowlark,Sturnella neglecta/magna,0,0
johnson_marsh,Johnson Marsh WMA,Western/Eastern Wood-Pewee,Contopus sordidulus/virens,0,0
johnson_marsh,Johnson Marsh WMA,Western/Semipalmated Sandpiper,Calidris mauri/pusilla,0,0
johnson_marsh,Johnson Marsh WMA,White Ibis,Eudocimus albus,0,0
johnson_marsh,Johnson Marsh WMA,White Wagtail,Motacilla alba,0,0
johnson_marsh,Johnson Marsh WMA,White-breasted Nuthatch,Sitta carolinensis,0,0
johnson_marsh,Johnson Marsh WMA,White-cheeked Pintail,Anas bahamensis,0,0
johnson_marsh,Johnson Marsh WMA,White-crowned Pigeon,Patagioenas leucocephala,0,0
johnson_marsh,Johnson Marsh WMA,White-crowned Sparrow,Zonotrichia leucophrys,0,0
johnson_marsh,Johnson Marsh WMA,White-crowned x White-throated Sparrow (hybrid),Zonotrichia leucophrys x albicollis,0,0
johnson_marsh,Johnson Marsh WMA,White-eyed Vireo,Vireo griseus,0,0
johnson_marsh,Johnson Marsh WMA,White-faced Ibis,Plegadis chihi,0,0
johnson_marsh,Johnson Marsh WMA,White-faced Storm-Petrel,Pelagodroma marina,0,0
johnson_marsh,Johnson Marsh WMA,White-rumped Sandpiper,Calidris fuscicollis,0,0
johnson_marsh,Johnson Marsh WMA,White-tailed Kite,Elanus leucurus,0,0
johnson_marsh,Johnson Marsh WMA,White-tailed Tropicbird,Phaethon lepturus,0,0
johnson_marsh,Johnson Marsh WMA,White-throated Sparrow,Zonotrichia albicollis,0,0
johnson_marsh,Johnson Marsh WMA,White-winged Crossbill,Loxia leucoptera,0,0
johnson_marsh,Johnson Marsh WMA,White-winged Dove,Zenaida asiatica,0,0
johnson_marsh,Johnson Marsh WMA,White-winged Scoter,Melanitta deglandi,0,0
johnson_marsh,Johnson Marsh WMA,White-winged Tern,Chlidonias leucopterus,0,0
johnson_marsh,Johnson Marsh WMA,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri,0,0
johnson_marsh,Johnson Marsh WMA,Wild Turkey,Meleagris gallopavo,0,0
johnson_marsh,Johnson Marsh WMA,Willet,Tringa semipalmata,0,0
johnson_marsh,Johnson Marsh WMA,Willow Flycatcher,Empidonax traillii,0,0
johnson_marsh,Johnson Marsh WMA,Wilson's Phalarope,Phalaropus tricolor,0,0
johnson_marsh,Johnson Marsh WMA,Wilson's Plover,Anarhynchus wilsonia,0,0
johnson_marsh,Johnson Marsh WMA,Wilson's Snipe,Gallinago delicata,0,0
johnson_marsh,Johnson Marsh WMA,Wilson's Storm-Petrel,Oceanites oceanicus,0,0
johnson_marsh,Johnson Marsh WMA,Wilson's Warbler,Cardellina pusilla,0,0
johnson_marsh,Johnson Marsh WMA,Winter Wren,Troglodytes hiemalis,0,0
johnson_marsh,Johnson Marsh WMA,Wood Duck,Aix sponsa,0,0
johnson_marsh,Johnson Marsh WMA,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,0,0
johnson_marsh,Johnson Marsh WMA,Wood Stork,Mycteria americana,0,0
johnson_marsh,Johnson Marsh WMA,Wood Thrush,Hylocichla mustelina,0,0
johnson_marsh,Johnson Marsh WMA,Worm-eating Warbler,Helmitheros vermivorum,0,0
johnson_marsh,Johnson Marsh WMA,Yellow Rail,Coturnicops noveboracensis,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-bellied Flycatcher,Empidonax flaviventris,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-bellied Sapsucker,Sphyrapicus varius,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-bellied/Red-naped Sapsucker,Sphyrapicus varius/nuchalis,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-billed Cuckoo,Coccyzus americanus,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-breasted Chat,Icteria virens,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-crowned Night Heron,Nyctanassa violacea,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-crowned/Black-crowned Night Heron,Nyctanassa violacea/Nycticorax nycticorax,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-legged Gull,Larus michahellis,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-rumped Warbler,Setophaga coronata,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-throated Vireo,Vireo flavifrons,0,0
johnson_marsh,Johnson Marsh WMA,Yellow-throated Warbler,Setophaga dominica,0,0
johnson_marsh,Johnson Marsh WMA,Zebra Finch,Taeniopygia guttata,0,0
johnson_marsh,Johnson Marsh WMA,Zone-tailed Hawk,Buteo albonotatus,0,0
johnson_marsh,Johnson Marsh WMA,Zonotrichia sp.,Zonotrichia sp.,0,0
johnson_marsh,Johnson Marsh WMA,albatross sp.,Diomedeidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,alcid sp.,Alcidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,bird sp.,Aves sp.,0,0
johnson_marsh,Johnson Marsh WMA,blackbird sp.,Icteridae sp.,0,0
johnson_marsh,Johnson Marsh WMA,booby sp.,Sula sp.,0,0
johnson_marsh,Johnson Marsh WMA,chickadee sp.,Poecile sp.,0,0
johnson_marsh,Johnson Marsh WMA,cormorant sp.,Phalacrocoracidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,corvid sp.,Corvidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,crossbill sp.,Loxia sp.,0,0
johnson_marsh,Johnson Marsh WMA,crow sp.,Corvus sp. (crow sp.),0,0
johnson_marsh,Johnson Marsh WMA,crow/raven sp.,Corvus sp.,0,0
johnson_marsh,Johnson Marsh WMA,cuckoo sp. (Cuculidae sp.),Cuculidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,dabbling duck sp.,Anatidae sp. (dabbling duck sp.),0,0
johnson_marsh,Johnson Marsh WMA,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,0,0
johnson_marsh,Johnson Marsh WMA,duck sp.,Anatidae (duck sp.),0,0
johnson_marsh,Johnson Marsh WMA,eagle sp.,Accipitridae sp. (eagle sp.),0,0
johnson_marsh,Johnson Marsh WMA,eider sp.,Polysticta/Somateria sp.,0,0
johnson_marsh,Johnson Marsh WMA,falcon sp.,Falco sp.,0,0
johnson_marsh,Johnson Marsh WMA,finch sp.,Fringillidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,frigatebird sp.,Fregata sp.,0,0
johnson_marsh,Johnson Marsh WMA,godwit sp.,Limosa sp.,0,0
johnson_marsh,Johnson Marsh WMA,goose sp.,Anatidae (goose sp.),0,0
johnson_marsh,Johnson Marsh WMA,grackle sp.,Quiscalus sp.,0,0
johnson_marsh,Johnson Marsh WMA,grebe sp.,Podicipedidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,gull sp.,Larinae sp.,0,0
johnson_marsh,Johnson Marsh WMA,gull/tern sp.,Laridae sp.,0,0
johnson_marsh,Johnson Marsh WMA,hawk sp.,Accipitridae sp. (hawk sp.),0,0
johnson_marsh,Johnson Marsh WMA,heron sp.,Ardeidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,hummingbird sp.,Trochilidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,ibis sp.,Threskiornithidae sp. (ibis sp.),0,0
johnson_marsh,Johnson Marsh WMA,jaeger sp.,Stercorarius sp. (jaeger sp.),0,0
johnson_marsh,Johnson Marsh WMA,jay sp.,Corvidae sp. (jay sp.),0,0
johnson_marsh,Johnson Marsh WMA,kingfisher sp.,Alcedinidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,large alcid sp.,Alca/Uria sp.,0,0
johnson_marsh,Johnson Marsh WMA,large falcon sp.,Falco sp. (large falcon sp.),0,0
johnson_marsh,Johnson Marsh WMA,large rail sp.,Rallus sp. (large Rallus sp.),0,0
johnson_marsh,Johnson Marsh WMA,large shorebird sp.,Charadriiformes sp. (large shorebird sp.),0,0
johnson_marsh,Johnson Marsh WMA,large tern sp.,Hydroprogne/Thalasseus sp.,0,0
johnson_marsh,Johnson Marsh WMA,longspur sp.,Calcarius/Rhynchophanes sp.,0,0
johnson_marsh,Johnson Marsh WMA,loon sp.,Gavia sp.,0,0
johnson_marsh,Johnson Marsh WMA,merganser sp.,Mergellus/Lophodytes/Mergus sp.,0,0
johnson_marsh,Johnson Marsh WMA,mimid sp.,Mimidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world flycatcher sp.,Tyrannidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world martin sp. (Progne sp.),Progne sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world oriole sp.,Icterus sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world sparrow sp.,Passerellidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world vulture sp.,Cathartidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,new world warbler sp.,Parulidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,nighthawk sp.,Chordeiles sp.,0,0
johnson_marsh,Johnson Marsh WMA,nightjar sp.,Caprimulgidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,nuthatch sp.,Sitta sp.,0,0
johnson_marsh,Johnson Marsh WMA,old world quail sp.,Synoicus/Coturnix sp.,0,0
johnson_marsh,Johnson Marsh WMA,owl sp.,Strigiformes sp.,0,0
johnson_marsh,Johnson Marsh WMA,parakeet sp.,Psittaciformes sp. (parakeet sp.),0,0
johnson_marsh,Johnson Marsh WMA,parid sp.,Paridae sp.,0,0
johnson_marsh,Johnson Marsh WMA,parrot sp.,Psittaciformes sp. (parrot sp.),0,0
johnson_marsh,Johnson Marsh WMA,passerine sp.,Passeriformes sp.,0,0
johnson_marsh,Johnson Marsh WMA,peep sp.,Calidris sp. (peep sp.),0,0
johnson_marsh,Johnson Marsh WMA,pelican sp.,Pelecanus sp.,0,0
johnson_marsh,Johnson Marsh WMA,pewee sp. (Contopus sp.),Contopus sp.,0,0
johnson_marsh,Johnson Marsh WMA,phalarope sp.,Phalaropus sp.,0,0
johnson_marsh,Johnson Marsh WMA,pheasant sp.,Phasianidae sp. (pheasant sp.),0,0
johnson_marsh,Johnson Marsh WMA,pigeon/dove sp.,Columbidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,plover sp.,Charadriidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,rail/crake sp.,Rallidae sp. (rail/crake sp.),0,0
johnson_marsh,Johnson Marsh WMA,sand-plover sp.,Anarhynchus mongolus/atrifrons/leschenaultii,0,0
johnson_marsh,Johnson Marsh WMA,scoter sp.,Melanitta sp.,0,0
johnson_marsh,Johnson Marsh WMA,shearwater sp.,Procellariidae sp. (shearwater sp.),0,0
johnson_marsh,Johnson Marsh WMA,shorebird sp.,Charadriiformes sp. (shorebird sp.),0,0
johnson_marsh,Johnson Marsh WMA,shrike sp.,Laniidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,skua sp.,Stercorarius sp. (skua sp.),0,0
johnson_marsh,Johnson Marsh WMA,small falcon sp.,Falco sp. (small falcon sp.),0,0
johnson_marsh,Johnson Marsh WMA,small plover sp.,Charadrius/Thinornis/Anarhynchus sp.,0,0
johnson_marsh,Johnson Marsh WMA,small shearwater sp.,Puffinus sp.,0,0
johnson_marsh,Johnson Marsh WMA,solitary vireo sp.,Vireo cassinii/solitarius/plumbeus,0,0
johnson_marsh,Johnson Marsh WMA,storm-petrel sp.,Oceanitidae/Hydrobatidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,storm-petrel sp. (white-rumped),Oceanitidae/Hydrobatidae sp. (white-rumped),0,0
johnson_marsh,Johnson Marsh WMA,sulid sp.,Sulidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,swallow sp.,Hirundinidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,swan sp.,Cygnus sp.,0,0
johnson_marsh,Johnson Marsh WMA,swift sp.,Apodidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,tanager sp. (Piranga sp.),Piranga sp.,0,0
johnson_marsh,Johnson Marsh WMA,teal sp.,Anatidae sp. (teal sp.),0,0
johnson_marsh,Johnson Marsh WMA,tern sp.,Sterninae sp.,0,0
johnson_marsh,Johnson Marsh WMA,thrush sp.,Turdidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,tropicbird sp.,Phaethon sp.,0,0
johnson_marsh,Johnson Marsh WMA,vireo sp.,Vireo sp.,0,0
johnson_marsh,Johnson Marsh WMA,waterfowl sp.,Anatidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,white egret sp.,Egretta/Ardea sp.,0,0
johnson_marsh,Johnson Marsh WMA,woodpecker sp.,Picidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,wren sp.,Troglodytidae sp.,0,0
johnson_marsh,Johnson Marsh WMA,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied),0,0
jones_cove,Jones Cove,Acadian Flycatcher,Empidonax virescens,0,0
jones_cove,Jones Cove,Acanthis/Spinus sp.,Acanthis/Spinus sp.,0,0
jones_cove,Jones Cove,Accipitrine hawk sp. (former Accipiter sp.),Aerospiza/Tachyspiza/Accipiter/Astur sp.,0,0
jones_cove,Jones Cove,African Collared-Dove,Streptopelia roseogrisea,0,0
jones_cove,Jones Cove,Alder Flycatcher,Empidonax alnorum,0,0
jones_cove,Jones Cove,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,0,0
jones_cove,Jones Cove,Allen's Hummingbird,Selasphorus sasin,0,0
jones_cove,Jones Cove,American Avocet,Recurvirostra americana,0,0
jones_cove,Jones Cove,American Barn Owl,Tyto furcata,0,0
jones_cove,Jones Cove,American Bittern,Botaurus lentiginosus,0,0
jones_cove,Jones Cove,American Black Duck,Anas rubripes,0,0
jones_cove,Jones Cove,American Coot,Fulica americana,0,0
jones_cove,Jones Cove,American Crow,Corvus brachyrhynchos,8,64
jones_cove,Jones Cove,American Flamingo,Phoenicopterus ruber,0,0
jones_cove,Jones Cove,American Golden-Plover,Pluvialis dominica,0,0
jones_cove,Jones Cove,American Goldfinch,Spinus tristis,1,1
jones_cove,Jones Cove,American Goshawk,Astur atricapillus,0,0
jones_cove,Jones Cove,American Herring Gull,Larus smithsonianus,2,2
jones_cove,Jones Cove,American Herring x Glaucous Gull (hybrid),Larus smithsonianus x hyperboreus,0,0
jones_cove,Jones Cove,American Herring x Glaucous-winged Gull (hybrid),Larus smithsonianus x glaucescens,0,0
jones_cove,Jones Cove,American Herring x Great Black-backed Gull (hybrid),Larus smithsonianus x marinus,0,0
jones_cove,Jones Cove,American Herring x Lesser Black-backed Gull (hybrid),Larus smithsonianus x fuscus,0,0
jones_cove,Jones Cove,American Herring/Iceland Gull,Larus smithsonianus/glaucoides,0,0
jones_cove,Jones Cove,American Kestrel,Falco sparverius,1,2
jones_cove,Jones Cove,American Oystercatcher,Haematopus palliatus,0,0
jones_cove,Jones Cove,American Pipit,Anthus rubescens,0,0
jones_cove,Jones Cove,American Redstart,Setophaga ruticilla,1,2
jones_cove,Jones Cove,American Robin,Turdus migratorius,0,0
jones_cove,Jones Cove,American Tree Sparrow,Spizelloides arborea,0,0
jones_cove,Jones Cove,American White Pelican,Pelecanus erythrorhynchos,0,0
jones_cove,Jones Cove,American Wigeon,Mareca americana,0,0
jones_cove,Jones Cove,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,0,0
jones_cove,Jones Cove,American Woodcock,Scolopax minor,0,0
jones_cove,Jones Cove,American/Fish Crow,Corvus brachyrhynchos/ossifragus,0,0
jones_cove,Jones Cove,American/Pacific Golden-Plover (Lesser Golden-Plover),Pluvialis dominica/fulva,0,0
jones_cove,Jones Cove,Ammospiza sp.,Ammospiza sp.,0,0
jones_cove,Jones Cove,Anas sp.,Anas sp.,0,0
jones_cove,Jones Cove,Ancient Murrelet,Synthliboramphus antiquus,0,0
jones_cove,Jones Cove,Anhinga,Anhinga anhinga,0,0
jones_cove,Jones Cove,Anna's Hummingbird,Calypte anna,0,0
jones_cove,Jones Cove,Antrostomus sp.,Antrostomus sp.,0,0
jones_cove,Jones Cove,Arctic Tern,Sterna paradisaea,0,0
jones_cove,Jones Cove,Ardea sp.,Ardea sp.,0,0
jones_cove,Jones Cove,Ash-throated Flycatcher,Myiarchus cinerascens,0,0
jones_cove,Jones Cove,Asio sp.,Asio sp.,0,0
jones_cove,Jones Cove,Atlantic Puffin,Fratercula arctica,0,0
jones_cove,Jones Cove,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,0,0
jones_cove,Jones Cove,Aythya sp.,Aythya sp.,0,0
jones_cove,Jones Cove,Bachman's Sparrow,Peucaea aestivalis,0,0
jones_cove,Jones Cove,Bachman's Warbler,Vermivora bachmanii,0,0
jones_cove,Jones Cove,Baird's Sandpiper,Calidris bairdii,0,0
jones_cove,Jones Cove,Bald Eagle,Haliaeetus leucocephalus,1,2
jones_cove,Jones Cove,Baltimore Oriole,Icterus galbula,0,0
jones_cove,Jones Cove,Band-rumped Storm-Petrel,Hydrobates castro,0,0
jones_cove,Jones Cove,Bank Swallow,Riparia riparia,0,0
jones_cove,Jones Cove,Bar-headed Goose,Anser indicus,0,0
jones_cove,Jones Cove,Bar-tailed Godwit,Limosa lapponica,0,0
jones_cove,Jones Cove,Barn Swallow,Hirundo rustica,2,3
jones_cove,Jones Cove,Barn x Cliff Swallow (hybrid),Hirundo rustica x Petrochelidon pyrrhonota,0,0
jones_cove,Jones Cove,Barnacle Goose,Branta leucopsis,0,0
jones_cove,Jones Cove,Barred Owl,Strix varia,0,0
jones_cove,Jones Cove,Barrow's Goldeneye,Bucephala islandica,0,0
jones_cove,Jones Cove,Bay-breasted Warbler,Setophaga castanea,0,0
jones_cove,Jones Cove,Bay-breasted/Blackpoll Warbler,Setophaga castanea/striata,0,0
jones_cove,Jones Cove,Bell's Vireo,Vireo bellii,0,0
jones_cove,Jones Cove,Belted Kingfisher,Megaceryle alcyon,0,0
jones_cove,Jones Cove,Bermuda Petrel,Pterodroma cahow,0,0
jones_cove,Jones Cove,Bewick's Wren,Thryomanes bewickii,0,0
jones_cove,Jones Cove,Bicknell's Thrush,Catharus bicknelli,0,0
jones_cove,Jones Cove,Black Guillemot,Cepphus grylle,0,0
jones_cove,Jones Cove,Black Scoter,Melanitta americana,0,0
jones_cove,Jones Cove,Black Skimmer,Rynchops niger,1,3
jones_cove,Jones Cove,Black Swan,Cygnus atratus,0,0
jones_cove,Jones Cove,Black Tern,Chlidonias niger,0,0
jones_cove,Jones Cove,Black Vulture,Coragyps atratus,2,4
jones_cove,Jones Cove,Black-and-white Warbler,Mniotilta varia,1,2
jones_cove,Jones Cove,Black-bellied Plover,Pluvialis squatarola,0,0
jones_cove,Jones Cove,Black-bellied Plover/golden-plover sp.,Pluvialis sp.,0,0
jones_cove,Jones Cove,Black-bellied Whistling-Duck,Dendrocygna autumnalis,0,0
jones_cove,Jones Cove,Black-billed Cuckoo,Coccyzus erythropthalmus,0,0
jones_cove,Jones Cove,Black-billed Magpie,Pica hudsonia,0,0
jones_cove,Jones Cove,Black-browed Albatross,Thalassarche melanophris,0,0
jones_cove,Jones Cove,Black-capped Chickadee,Poecile atricapillus,0,0
jones_cove,Jones Cove,Black-capped Petrel,Pterodroma hasitata,0,0
jones_cove,Jones Cove,Black-chinned Hummingbird,Archilochus alexandri,0,0
jones_cove,Jones Cove,Black-crowned Night Heron,Nycticorax nycticorax,0,0
jones_cove,Jones Cove,Black-headed Grosbeak,Pheucticus melanocephalus,0,0
jones_cove,Jones Cove,Black-headed Gull,Chroicocephalus ridibundus,0,0
jones_cove,Jones Cove,Black-legged Kittiwake,Rissa tridactyla,0,0
jones_cove,Jones Cove,Black-necked Stilt,Himantopus mexicanus,0,0
jones_cove,Jones Cove,Black-necked Swan,Cygnus melancoryphus,0,0
jones_cove,Jones Cove,Black-tailed Godwit,Limosa limosa,0,0
jones_cove,Jones Cove,Black-tailed Gull,Larus crassirostris,0,0
jones_cove,Jones Cove,Black-throated Blue Warbler,Setophaga caerulescens,0,0
jones_cove,Jones Cove,Black-throated Gray Warbler,Setophaga nigrescens,0,0
jones_cove,Jones Cove,Black-throated Green Warbler,Setophaga virens,0,0
jones_cove,Jones Cove,Black-throated Sparrow,Amphispiza bilineata,0,0
jones_cove,Jones Cove,Black-whiskered Vireo,Vireo altiloquus,0,0
jones_cove,Jones Cove,Black/Pigeon Guillemot,Cepphus grylle/columba,0,0
jones_cove,Jones Cove,Blackburnian Warbler,Setophaga fusca,0,0
jones_cove,Jones Cove,Blackpoll Warbler,Setophaga striata,1,1
jones_cove,Jones Cove,Blue Grosbeak,Passerina caerulea,2,6
jones_cove,Jones Cove,Blue Jay,Cyanocitta cristata,1,1
jones_cove,Jones Cove,Blue-gray Gnatcatcher,Polioptila caerulea,2,8
jones_cove,Jones Cove,Blue-headed Vireo,Vireo solitarius,0,0
jones_cove,Jones Cove,Blue-winged Teal,Spatula discors,0,0
jones_cove,Jones Cove,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,0,0
jones_cove,Jones Cove,Blue-winged Warbler,Vermivora cyanoptera,0,0
jones_cove,Jones Cove,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,0,0
jones_cove,Jones Cove,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,0,0
jones_cove,Jones Cove,Boat-tailed Grackle,Quiscalus major,0,0
jones_cove,Jones Cove,Bobolink,Dolichonyx oryzivorus,0,0
jones_cove,Jones Cove,Bohemian Waxwing,Bombycilla garrulus,0,0
jones_cove,Jones Cove,Bohemian/Cedar Waxwing,Bombycilla garrulus/cedrorum,0,0
jones_cove,Jones Cove,Bonaparte's Gull,Chroicocephalus philadelphia,0,0
jones_cove,Jones Cove,Boreal Chickadee,Poecile hudsonicus,0,0
jones_cove,Jones Cove,Brant,Branta bernicla,0,0
jones_cove,Jones Cove,Branta sp.,Branta sp.,0,0
jones_cove,Jones Cove,Brewer's Blackbird,Euphagus cyanocephalus,0,0
jones_cove,Jones Cove,Brewer's Sparrow,Spizella breweri,1,1
jones_cove,Jones Cove,Brewster's Warbler (hybrid),Vermivora chrysoptera x cyanoptera (F1 hybrid),0,0
jones_cove,Jones Cove,Bridled Tern,Onychoprion anaethetus,0,0
jones_cove,Jones Cove,Broad-winged Hawk,Buteo platypterus,0,0
jones_cove,Jones Cove,Bronzed/Brown-headed Cowbird,Molothrus aeneus/ater,0,0
jones_cove,Jones Cove,Brown Booby,Sula leucogaster,0,0
jones_cove,Jones Cove,Brown Creeper,Certhia americana,0,0
jones_cove,Jones Cove,Brown Noddy,Anous stolidus,0,0
jones_cove,Jones Cove,Brown Pelican,Pelecanus occidentalis,1,0
jones_cove,Jones Cove,Brown Thrasher,Toxostoma rufum,0,0
jones_cove,Jones Cove,Brown-chested Martin,Progne tapera,0,0
jones_cove,Jones Cove,Brown-headed Cowbird,Molothrus ater,1,1
jones_cove,Jones Cove,Brown-headed Nuthatch,Sitta pusilla,2,5
jones_cove,Jones Cove,Budgerigar,Melopsittacus undulatus,0,0
jones_cove,Jones Cove,Buff-bellied Hummingbird,Amazilia yucatanensis,0,0
jones_cove,Jones Cove,Buff-breasted Sandpiper,Calidris subruficollis,0,0
jones_cove,Jones Cove,Bufflehead,Bucephala albeola,0,0
jones_cove,Jones Cove,Bullock's Oriole,Icterus bullockii,0,0
jones_cove,Jones Cove,Bullock's x Baltimore Oriole (hybrid),Icterus bullockii x galbula,0,0
jones_cove,Jones Cove,Bullock's/Baltimore Oriole,Icterus bullockii/galbula,0,0
jones_cove,Jones Cove,Bulwer's Petrel,Bulweria bulwerii,0,0
jones_cove,Jones Cove,Burrowing Owl,Athene cunicularia,0,0
jones_cove,Jones Cove,Buteo sp.,Buteo sp.,0,0
jones_cove,Jones Cove,Buteo/eagle sp.,Buteo/eagle sp.,0,0
jones_cove,Jones Cove,Cackling Goose,Branta hutchinsii,0,0
